State Name,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll %,Rejected Votes (Postal),Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes
Andhra Pradesh,SC,4,3152663,3200399,392,6400522,1136,9332,2607159,2709887,154,75785,5340608,0,85.0,5299,15272,56104,5253577,74
Punjab,SC,4,3316515,3002108,204,6341570,307,28261,2010453,1839205,82,16179,3890059,5,60.0,1244,0,23567,3910306,9
Jharkhand,Total,14,13243452,12492936,417,25780400,127,44171,8318369,8793713,162,180643,17505239,0,66.0,11521,25750,194216,17095047,10
Andhra Pradesh,GEN,20,16667595,17158861,2925,33876508,6891,56030,13034683,13397671,1363,407623,26982337,192,82.0,32927,74338,294427,26651848,172
Kerala,SC,2,1297909,1410470,21,2646209,2527,10008,876679,978691,8,30915,1899880,9,69.0,4716,0,22288,1892403,21
Sikkim,GEN,1,231838,234168,3,460395,0,2500,181654,187996,2,18454,393260,0,85.0,2555,1000,2528,383619,16
Odisha,Total,21,17103224,16939671,3523,33493269,195,49858,12293292,12490893,803,148284,25574469,0,75.0,23242,63967,323740,24754026,694
Rajasthan,Total,25,27442255,25958713,635,52684023,285,143441,17463169,15644089,333,371983,33209319,0,63.0,43960,3603,281223,32760560,677
Dadra & Nagar Haveli and Daman & Diu,ST,1,147661,136684,0,282635,0,11,105447,99908,0,364,204928,0,73.0,36,0,5236,201375,0
Ladakh,Total,1,99230,93653,0,189541,0,5780,64855,66385,0,3060,137117,0,72.0,140,0,913,133501,0
Himachal Pradesh,Total,4,2865510,2836939,35,5684712,34,67104,1943438,2027715,27,81596,4125559,0,72.0,9394,1675,23063,4026889,33
Odisha,GEN,13,10570091,10214356,2399,20774587,138,31838,7620946,7781220,525,88195,15761097,0,73.0,14136,36782,165778,15132208,129
Telangana,ST,2,1585502,1652574,192,3127911,102,3638,1164162,1174540,82,24865,2390335,0,72.0,1383,2078,18033,2324278,7
Himachal Pradesh,GEN,3,2252736,2103842,23,4421850,23,58707,1493843,1561538,19,69251,3087376,0,73.0,8690,1172,17388,3053725,25
Assam,ST,2,1214625,1174360,27,2394702,0,11053,972083,970230,6,19472,1915117,0,81.0,2644,14912,30160,1858856,6
Assam,ST,2,1186681,1209600,26,2420148,0,10980,934566,973177,6,19403,1932804,0,80.0,2671,14848,30280,1875866,6
West Bengal,ST,2,1788136,1788736,80,3504621,1,7906,1437893,1465888,27,15584,2865574,0,81.0,2002,1780,37824,2856615,34
Odisha,GEN,13,10784082,10421930,2387,21305504,138,31750,7601699,7611084,520,90919,15251438,0,73.0,14183,36560,165667,15439726,128
Uttarakhand,GEN,4,3622597,3416358,291,6972405,43,63396,2077010,2039702,85,70667,4186182,0,60.0,15014,6293,36478,4096014,23
Andhra Pradesh,Total,25,20665972,21244707,3435,41729133,8024,66916,16672331,16892992,1466,517235,34372045,195,83.0,39358,90067,399727,33824119,242
Gujarat,Total,25,24212210,23439407,1435,47422611,875,27373,15854148,13040699,446,304899,29510091,2,60.0,30768,14907,460689,28468287,113
Nagaland,Total,1,668644,651392,0,1307679,0,7963,372840,383806,0,6138,779548,0,57.0,2360,3333,1673,769410,6
Dadra & Nagar Haveli and Daman & Diu,Total,2,216604,205301,0,413565,64,23,149680,149118,0,538,301922,0,71.0,76,0,6029,290838,3
Gujarat,Total,25,25151111,23538810,1428,48863340,874,27969,15609769,13017303,451,307034,29213176,2,61.0,30808,14915,469470,28313054,113
Tripura,Total,2,1429284,1443688,70,2886494,0,10408,1148921,1125976,39,33688,2337924,0,81.0,3991,763,32522,2300021,2
Uttar Pradesh,GEN,62,65504210,57522488,5325,122967133,780,241290,36320163,32330952,725,214281,69967018,0,56.0,28487,39180,477115,69168454,1100
Tripura,GEN,1,743986,731158,57,1480297,0,5908,609737,597769,36,20070,1226913,0,83.0,2909,0,14411,1172807,0
Maharashtra,GEN,40,40353243,35627677,4996,76904978,4695,96450,24444403,21205287,1263,200263,45502951,17,61.0,24606,33933,327038,45379840,3752
Andaman & Nicobar Islands,GEN,1,164860,148356,4,319953,0,594,103633,97672,2,610,204711,0,63.0,83,0,1809,203654,0
Uttar Pradesh,SC,17,17395143,15348843,1237,33166173,64,54567,9898674,8753232,137,58617,18377957,0,56.0,9789,7891,158109,18564207,3
Tamil Nadu,SC,7,5581610,5732010,1371,11046018,324,7905,4000658,4019774,431,52737,8210131,0,73.0,8362,24087,92141,7815743,80
Arunachal Pradesh,Total,2,445748,454280,5,913767,0,5832,330920,358782,2,37647,724983,0,81.0,3895,1196,7076,707872,311
Karnataka,GEN,21,20823299,20881302,3490,41945580,3114,41696,14823026,14423808,773,140864,29331037,0,70.0,23305,8134,168210,29521615,139
Odisha,ST,5,3725366,3931810,678,7585050,36,9334,2903321,3045371,205,36368,6028162,0,76.0,7053,18509,141307,5776426,523
Meghalaya,ST,2,1094194,1128251,3,2204785,5,3928,802034,894917,3,9337,1740001,0,78.0,1225,1792,17093,1709993,18
Maharashtra,SC,5,4997618,4567643,476,9712379,96,12445,3251320,2691326,139,20536,6054383,0,61.0,3476,3251,22368,5878364,220
Meghalaya,Total,2,1093465,1135071,3,2233662,5,3840,814918,902352,3,9335,1719180,0,77.0,1261,1798,16976,1696681,18
Karnataka,GEN,21,21125857,20299047,3496,41861531,3068,41620,14497900,14701212,767,141912,29105081,0,70.0,22959,8246,165918,29534960,139
Odisha,SC,3,2588596,2425129,392,5116351,24,8456,1833662,1845219,71,24589,3740253,0,75.0,2629,8904,16914,3701520,24
Punjab,GEN,9,8086486,7079396,580,14920286,1279,77371,5194503,4469999,196,47256,9659588,8,64.0,8332,2401,43840,9562421,32
Tripura,GEN,1,748048,740168,56,1493780,0,5956,602825,602967,36,20479,1208119,0,82.0,2966,0,14799,1181003,0
Andhra Pradesh,ST,1,766297,808950,113,1549726,23,2556,551034,572999,0,23057,1160211,0,76.0,1331,0,50118,1105299,2
Maharashtra,ST,4,3933693,3627689,277,7547594,234,7329,2693921,2391277,66,16707,5096140,0,69.0,1914,2641,62447,5034402,182
Tamil Nadu,Total,39,31142387,32297072,8341,62465898,3382,71368,20983201,22276764,2720,307379,42897222,0,69.0,45962,49974,467550,42481755,333
Madhya Pradesh,SC,4,3913625,3539943,167,7631171,13,18806,2726634,2217173,81,17193,4901374,0,66.0,2527,1180,38498,4908665,21
West Bengal,ST,2,1814876,1754629,80,3625723,1,7938,1455373,1441672,27,16030,2931642,0,80.0,1977,1790,37564,2876752,33
Goa,GEN,2,564959,608211,12,1189966,83,302,438908,467200,9,11158,895705,0,76.0,898,0,11008,887149,22
Madhya Pradesh,Total,29,29558823,27561772,1226,55671452,108,75382,20336013,17910705,565,126449,38469093,0,66.0,23298,9145,543840,37399328,160
Himachal Pradesh,SC,1,687447,664102,12,1357226,11,8246,494767,458038,8,11835,958522,0,71.0,862,494,6043,954387,8
Dadra & Nagar Haveli and Daman & Diu,GEN,1,68016,65971,0,134060,63,12,45383,48024,0,172,92908,0,69.0,39,0,970,90048,3
Sikkim,GEN,1,235603,233182,3,461200,0,2524,184234,185409,2,18531,382793,0,83.0,2659,987,2560,382732,16
Punjab,GEN,9,7960873,7078530,563,15035386,1285,77522,5134258,4448148,201,47387,9769943,8,63.0,8382,2455,42891,9630206,31
Arunachal Pradesh,GEN,2,437131,459726,5,903581,0,5730,332390,356470,2,37254,732570,0,82.0,3994,1184,7057,715303,310
Telangana,ST,2,1565877,1640404,189,3192938,103,3758,1135809,1172791,83,25410,2305767,0,73.0,1399,2112,18547,2327748,7
Himachal Pradesh,SC,1,706680,661838,12,1371006,11,8209,509511,453736,8,11915,981566,0,73.0,852,496,5915,965287,8
Uttarakhand,GEN,4,3760939,3317849,293,6948307,43,62934,2083850,2002176,84,70702,4219044,0,59.0,14938,6200,35790,4135995,23
Andhra Pradesh,GEN,20,16691948,16986170,2979,33126496,6827,56867,13472373,13697198,1332,411806,26969333,194,82.0,33235,73702,297463,27090872,173
Bihar,SC,6,5986574,5593676,281,11491245,30,22374,3217097,3198779,24,28031,6231328,0,55.0,4775,467,174737,6243697,0
NCT OF Delhi,SC,1,1362409,1179387,265,2523068,27,1877,793014,682560,64,4973,1466751,0,57.0,334,2735,8960,1461628,17
Meghalaya,ST,2,1091659,1122877,3,2201874,5,3958,808879,890798,3,9271,1699786,0,78.0,1254,1781,16638,1667726,18
Jammu and Kashmir,Total,5,4448770,4333932,166,8816241,0,76910,2755175,2457792,51,51947,5186044,0,58.0,8217,3565,34726,5181445,13
Jammu and Kashmir,Total,5,4544217,4307329,165,8879712,0,76436,2726865,2454170,51,50842,5261386,0,59.0,8098,3519,35237,5088196,13
Jammu and Kashmir,Total,5,4482895,4277956,166,8676950,0,77441,2706691,2420254,52,51073,5138296,0,59.0,8202,3580,35425,5205909,13
Telangana,Total,17,16612262,16846691,2814,33142966,3415,16225,10790001,10962684,823,217761,22423418,3,65.0,8959,14397,103069,21881195,70
Chhattisgarh,GEN,6,5927182,5983503,546,11797234,12,7509,4325608,4259562,133,21446,8354403,0,71.0,2370,12357,32534,8443568,143
Kerala,Total,20,13627124,14556760,373,27960090,90894,57401,9591576,10389190,148,254204,20138910,2711,73.0,33797,18716,159452,19967042,576
Odisha,GEN,13,10717819,10116417,2419,21394091,137,32888,7645193,7590957,517,89508,15418689,0,73.0,13844,36494,167086,15318311,134
Himachal Pradesh,GEN,3,2235128,2177628,23,4356587,23,57564,1448118,1563055,19,69231,3057719,0,70.0,8697,1165,17445,3063849,25
Jharkhand,ST,5,3741920,3858591,58,7663928,7,14041,2531528,2701506,18,55914,5371251,0,70.0,3718,9854,79137,5275817,3
Telangana,SC,3,2519684,2618527,539,5223008,335,3588,1795142,1754110,137,40437,3653709,0,69.0,1660,3491,18504,3630326,9
Tamil Nadu,GEN,31,25184443,25541377,7176,50255565,3061,62578,17529169,18268769,2238,261033,36205934,0,70.0,37987,25290,368746,34963274,261
Lakshadweep,Total,1,29660,28825,0,57831,0,171,24642,24304,0,614,49853,0,87.0,47,0,133,49849,1
Uttar Pradesh,Total,79,80710347,71286551,6623,154282748,862,297270,45716420,41520324,866,275685,87421557,0,57.0,38123,47136,633494,85606967,1128
Uttarakhand,Total,5,4431809,4058024,292,8582919,48,91780,2458050,2342589,88,93903,4788767,0,58.0,21112,6765,52178,4689479,24
Arunachal Pradesh,Total,2,452308,453127,5,901905,0,5645,323797,361018,2,37704,730755,0,81.0,3982,1156,7116,730320,310
Assam,ST,2,1180194,1209742,26,2370483,0,10737,956184,985294,6,19476,1968975,0,80.0,2638,14928,30393,1896830,6
Odisha,SC,3,2548576,2401544,387,4976604,24,8748,1878537,1859069,73,24584,3785627,0,75.0,2661,9103,17447,3750985,24
West Bengal,SC,10,9523611,9096495,394,18697330,9,31039,7741188,7531290,132,76224,15584699,0,81.0,13159,7133,137052,15028240,49
Odisha,Total,21,17018453,16929734,3456,34307972,199,49799,12352193,12788283,799,149676,24735186,0,74.0,23779,64598,327343,24606251,671
Andaman & Nicobar Islands,GEN,1,166567,151487,4,312493,0,598,104125,95319,2,610,203034,0,63.0,82,0,1779,200814,0
Punjab,Total,13,11574217,10005768,767,21625642,1587,103617,7107157,6255987,279,63227,13793781,13,64.0,9314,2469,68238,13377847,41
Assam,SC,1,697754,689522,24,1364883,0,4917,535852,544054,6,8460,1071119,0,81.0,1498,0,12832,1090875,0
Odisha,ST,5,3820318,3942413,692,7590796,37,9182,2910368,2990959,206,36615,6075413,0,77.0,7128,18120,140889,5894821,534
Manipur,GEN,1,488818,525412,214,990577,0,9567,376443,422374,107,11326,816289,0,82.0,4370,4830,3812,789070,12
Goa,Total,2,577136,605177,12,1169996,83,301,430188,473195,9,11317,921640,0,78.0,899,0,10984,898154,22
West Bengal,Total,43,38401716,37680868,1738,76741925,219,114363,30099153,29612929,575,288908,60435856,0,81.0,43153,26960,523152,58999350,256
Madhya Pradesh,Total,29,29625955,27504880,1201,56707383,107,75332,20002779,17656477,572,124924,37582921,0,68.0,23025,9091,531445,37836734,165
Bihar,GEN,34,34270332,31424505,1904,67044369,61,150066,18527967,18475538,117,136225,36575541,0,57.0,18328,8573,720443,36979477,1
Meghalaya,ST,2,1095889,1115907,3,2209835,5,3871,811388,873161,3,9238,1696258,0,78.0,1242,1826,16558,1691109,18
Kerala,Total,20,13450385,14159963,373,27744545,89560,56875,9616131,10183913,149,259244,19709992,2619,72.0,33503,18932,161470,20093367,592
Haryana,Total,10,10591986,9459088,464,19988364,732,112993,6964909,5984467,85,64815,12942506,37,65.0,14769,5394,44153,13132983,119
Maharashtra,ST,4,3956183,3739413,275,7563253,230,7247,2748091,2452500,68,16457,5186823,0,69.0,1864,2617,63178,5197375,179
Assam,SC,1,684060,686424,24,1375244,0,4953,541842,550501,6,8363,1089763,0,78.0,1546,0,12678,1071191,0
Madhya Pradesh,Total,29,28742851,27887287,1199,55683396,107,76786,19844143,17349276,569,125979,38670308,0,68.0,22994,9040,537985,37470028,162
Karnataka,SC,5,4712683,4716046,932,9271386,26,4540,3346075,3323728,200,28515,6640534,0,70.0,3802,1124,33572,6767397,25
Jharkhand,ST,5,3763211,3753327,56,7415017,7,14277,2565395,2718846,18,57746,5233984,0,71.0,3823,9975,81533,5138763,3
Jammu and Kashmir,Total,5,4532338,4229943,168,8671404,0,75064,2714089,2391071,52,51501,5177513,0,60.0,7978,3572,34262,5089914,13
Chhattisgarh,ST,4,3389345,3499626,152,6708386,3,10264,2578495,2594332,71,16152,5119951,0,77.0,2758,2268,100533,5036938,47
Maharashtra,Total,49,48094494,45458126,5750,92615751,5005,118279,30256342,26813721,1469,235650,57137443,17,61.0,29959,38867,417203,57583853,4088
Tamil Nadu,SC,7,5550185,5753790,1408,11338142,318,7700,3893378,4087128,426,52119,7922585,0,72.0,8343,24094,94466,7885505,79
Chhattisgarh,ST,4,3292065,3520176,155,6760759,3,10498,2557442,2669860,73,16117,5163877,0,78.0,2756,2234,99883,5096550,47
Chhattisgarh,ST,4,3385721,3509926,156,6814387,3,10400,2536807,2628292,72,16307,5166213,0,77.0,2803,2262,99521,5081367,46
Odisha,GEN,13,10912272,10138012,2344,20725445,137,32811,7619353,7652181,512,89677,15721530,0,73.0,13937,36978,164166,15410953,131
Odisha,GEN,13,10799131,10055331,2380,21005667,137,31707,7603908,7580058,516,87788,15250664,0,74.0,14032,36287,166984,15168131,130
Haryana,GEN,8,8651658,7458460,353,16505858,607,99714,5625231,4681152,59,57389,10467022,34,64.0,11450,5537,33134,10353397,80
Telangana,ST,2,1537229,1627467,190,3183834,101,3645,1127137,1183271,83,24915,2325327,0,73.0,1380,2067,18498,2346218,7
Jammu and Kashmir,Total,5,4440154,4314341,167,8706275,0,76551,2714981,2396334,53,51482,5178726,0,58.0,8004,3573,34776,5023327,13
Gujarat,GEN,19,19027070,17868958,1260,36924693,775,23860,12040020,10043613,392,248768,21774186,2,59.0,25477,10086,320530,21682688,98
West Bengal,GEN,30,26930128,26453767,1289,54988071,207,75460,21088905,21383959,405,198856,42448942,0,79.0,28712,17901,344721,42379652,178
NCT OF Delhi,SC,1,1399466,1179875,262,2586029,27,1861,809896,677083,65,4959,1495764,0,58.0,330,2811,9056,1478220,17
Assam,ST,2,1221352,1181990,26,2425670,0,10850,945850,951191,6,19301,1934387,0,82.0,2671,14705,29589,1859232,6
Uttar Pradesh,Total,80,81168554,72535169,6560,151918843,863,295915,46659029,41712192,858,277472,87733220,0,57.0,38357,46779,637996,86308300,1123
Rajasthan,SC,4,4451650,3870463,136,8417326,14,19226,2489704,2097503,77,56280,4678578,0,57.0,7179,610,38256,4525104,56
Tripura,Total,2,1452495,1406200,69,2840724,0,10427,1164490,1148248,39,34395,2382016,0,83.0,3870,766,33332,2318520,2
West Bengal,ST,2,1753406,1772938,82,3601754,1,7735,1417813,1436383,27,15805,2958544,0,83.0,2028,1790,37311,2900322,35
Kerala,GEN,18,12339896,13103926,342,25461526,87576,47759,8646084,9497523,142,225848,18482455,2690,71.0,29430,18956,134935,17885853,553
Himachal Pradesh,SC,1,696156,661422,12,1363315,11,8423,495040,466003,8,11891,956020,0,71.0,871,478,5908,977680,8
Dadra & Nagar Haveli and Daman & Diu,Total,2,211679,204276,0,418422,65,23,148198,143943,0,532,295797,0,71.0,76,0,6014,294849,3
Telangana,Total,17,16854166,16916059,2752,33068477,3452,16170,11087572,10821566,848,214012,22016036,3,65.0,8979,14785,102273,21666093,70
Chhattisgarh,SC,1,1042227,1036489,26,2042360,0,2205,703885,698848,16,5976,1419923,0,68.0,841,1887,5171,1381339,23
Haryana,GEN,8,8797799,7488938,347,16341190,595,99107,5596599,4815081,58,57834,10428210,33,65.0,11703,5463,33102,10390337,81
Uttar Pradesh,GEN,62,65156144,56434993,5388,120329469,800,239472,37010029,32808242,708,219204,69964729,0,57.0,29466,38629,487734,68271567,1105
Arunachal Pradesh,Total,2,451698,453135,5,880683,0,5816,325165,359756,2,37084,722240,0,80.0,4013,1188,7252,711057,314
Madhya Pradesh,GEN,19,19365588,18051169,844,36933603,91,49953,12844933,11315478,389,83433,24150913,0,65.0,16105,7511,374084,24265450,99
Andhra Pradesh,Total,25,20201606,21035463,3396,41247881,7942,68697,16678421,17162847,1469,503698,33219267,192,81.0,40011,89470,394858,33653069,246
Madhya Pradesh,GEN,19,19109548,18002363,850,37787607,89,49239,13124801,11305752,382,85152,24506056,0,65.0,16212,7335,376358,24463090,99
Maharashtra,GEN,39,40266772,36087369,4995,75572154,4723,97721,24982590,21583786,1259,202774,46377795,17,61.0,24020,34015,336374,45081604,3739
Telangana,ST,2,1527983,1613420,196,3181450,101,3641,1128759,1195781,85,25631,2348539,0,75.0,1381,2099,18004,2298658,7
Andhra Pradesh,ST,1,749898,795474,112,1558230,23,2564,567776,582565,0,23053,1161763,0,75.0,1367,0,49962,1105173,2
Madhya Pradesh,GEN,19,19309597,18351871,858,36625208,88,48433,12845838,11461329,384,84405,24472457,0,65.0,16319,7433,375787,24309434,99
Uttarakhand,SC,1,713221,652207,5,1392788,4,28916,301227,342518,2,22274,663066,0,50.0,6032,496,17349,663669,1
Andaman & Nicobar Islands,GEN,1,167561,151418,4,310997,0,588,104576,98097,2,598,204095,0,64.0,85,0,1834,202647,0
Andhra Pradesh,SC,4,3180259,3211420,390,6517263,1132,9466,2671390,2755429,148,75039,5329832,0,86.0,5124,15000,54564,5445429,74
Meghalaya,ST,2,1098132,1110892,3,2237928,5,3857,824712,892922,3,9308,1739575,0,76.0,1253,1835,17092,1717766,18
Meghalaya,Total,2,1112731,1148058,3,2232905,5,3811,818871,885215,3,9302,1729331,0,76.0,1255,1834,16558,1696091,18
Maharashtra,Total,49,48865760,44943948,5696,92173350,5005,116981,30512913,26796248,1442,242050,57692276,17,62.0,29541,39438,416336,56461567,4091
Jharkhand,SC,1,1153406,1088106,1,2207569,0,4990,668030,688078,1,18331,1369504,0,63.0,1284,0,24776,1339867,0
Andhra Pradesh,SC,4,3211199,3230367,389,6428037,1119,9381,2610531,2693820,152,76458,5422466,0,86.0,5172,14949,54663,5288281,76
Haryana,SC,2,2066305,1857573,120,3913286,144,10439,1466584,1264976,27,7938,2715562,3,68.0,3052,0,10582,2664876,38
Uttar Pradesh,SC,17,17129217,15603679,1223,32375923,64,55614,9658815,8596328,136,58546,18818227,0,56.0,9605,7880,154101,18157628,3
Ladakh,GEN,1,98962,93193,0,189007,0,5791,66752,65943,0,3008,133206,0,72.0,139,0,923,135357,0
Tripura,GEN,1,749701,724391,57,1458309,0,5963,602722,598859,35,20115,1192937,0,84.0,3015,0,14699,1201674,0
Uttarakhand,SC,1,725681,660331,5,1354187,4,29516,302603,348239,2,21728,678289,0,49.0,6096,492,16723,655891,1
Punjab,Total,13,11599730,10157740,765,21293410,1635,107217,7164762,6269425,279,63072,13292087,13,62.0,9380,2380,66324,13649875,40
Tripura,GEN,1,751611,720304,57,1482856,0,5999,601951,597524,35,20074,1234846,0,82.0,2953,0,14576,1185167,0
Sikkim,GEN,1,235026,229966,3,469418,0,2469,182527,182727,2,18316,390220,0,84.0,2568,1013,2509,378006,16
Maharashtra,Total,49,49366028,44781404,5687,94224170,5089,118161,30847705,25908424,1458,238382,57075010,17,61.0,29981,39144,420222,56299180,4141
Tamil Nadu,Total,39,30662128,32203670,8446,62972010,3418,69871,21023626,21869857,2675,307099,43448182,0,70.0,45472,49030,471029,42682727,344
Jammu and Kashmir,GEN,5,4593725,4357230,167,8817532,0,76520,2674712,2454094,53,51412,5177756,0,58.0,8023,3570,34599,5027455,13
Lakshadweep,Total,1,29534,28217,0,57406,0,169,24446,24386,0,621,50188,0,85.0,47,0,135,49834,1
Andhra Pradesh,Total,25,20031440,20909997,3486,41145875,7878,69327,16263222,16960868,1511,503370,33285080,199,82.0,40313,91560,403832,33559187,243
Madhya Pradesh,GEN,19,19128555,18267964,842,37119040,88,48234,12807287,11234955,384,84345,24394895,0,65.0,16636,7385,377070,24064322,103
Puducherry,Total,1,481147,537310,154,1037037,370,329,382699,431422,107,3747,797417,20,79.0,261,3176,9916,798009,5
Grand Total,Grand Total,532,506997593,479181201,47252,994258249,118955,1947202,331062548,308350759,13014,4328937,640010119,2916,65.0,526277,526402,6352131,637995571,9556
Andaman & Nicobar Islands,GEN,1,161856,152134,4,318457,0,603,107023,97558,2,599,199360,0,63.0,82,0,1839,199363,0
Madhya Pradesh,GEN,19,19597141,18259351,855,36794018,92,49987,12890351,11460194,381,83410,24291584,0,66.0,16442,7621,366038,23902778,101
Karnataka,ST,2,1906717,1984740,570,3959488,35,777,1371561,1323691,114,8418,2726730,0,70.0,1112,4191,17832,2639066,1
Punjab,GEN,9,7906739,7198621,583,15427321,1294,76755,5130653,4546043,196,47919,9720922,8,62.0,8184,2381,42796,9566130,31
Assam,ST,2,1192554,1201499,26,2440106,0,10736,936787,958572,6,19190,1909564,0,81.0,2659,15040,30673,1918652,6
Haryana,Total,10,10608399,9514623,472,20177890,760,108940,6887114,5889482,85,65954,12877503,38,64.0,14700,5342,43421,13143387,120
Kerala,GEN,18,11980755,13127113,346,25517160,88726,47624,8415622,9469269,140,222237,18120892,2631,72.0,29937,18791,138133,17944365,553
Lakshadweep,Total,1,28878,28759,0,58539,0,170,24560,24808,0,608,49697,0,86.0,47,0,133,49424,1
Jharkhand,SC,1,1176355,1084291,1,2212107,0,5090,682605,700843,1,18227,1409000,0,63.0,1281,0,24716,1349187,0
Chhattisgarh,SC,1,1053582,1028664,26,2076781,0,2226,698978,700715,16,5978,1391541,0,68.0,871,1835,5177,1413166,23
Dadra & Nagar Haveli and Daman & Diu,Total,2,212974,203091,0,416537,63,23,148854,148076,0,529,301666,0,72.0,75,0,6043,294759,3
